Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1   ,Fy_L1   ,Fz_L1   ,Mx_L1   ,Mz_L1   
        0.251, -0.0159916765988, -0.477736145258, 0.22776556015, -237.429855347, 4.00995492935, 2065.54296875, -2.79266381264, -0.509266734123
        0.252, -0.0150237027556, -0.467777252197, 0.197976887226, -275.509216309, 12.3213825226, 2371.34619141, -2.81749033928, -0.708818554878
        0.253, -0.0138107175007, -0.453590661287, 0.169482782483, -309.583404541, 20.6774158478,  2669.9453125, -2.75482344627, -0.934969425201
        0.254, -0.01240872778, -0.435250759125, 0.142377778888, -338.796417236, 28.9902534485, 2959.98461914, -2.61531996727, -1.18327057362
        0.255, -0.010869929567, -0.412911117077, 0.116738714278, -362.474304199, 37.1563873291, 3240.22314453, -2.4100894928, -1.44818091393
        0.256, -0.00924450531602, -0.386807233095, 0.0926254242659, -380.135131836, 45.0633544922, 3509.54589844, -2.15040779114, -1.72325766087
        0.257, -0.00758093735203, -0.357252776623, 0.0700810402632, -391.496459961, 52.5954284668, 3766.97509766, -1.8474303484, -2.00140404701
        0.258, -0.00592561252415, -0.324634581804, 0.0491324998438, -396.478393555, 59.6386451721, 4011.68237305, -1.51193130016, -2.27515649796
        0.259, -0.00432209065184, -0.289405465126, 0.0297910906374, -395.200744629,  66.085357666, 4242.99609375, -1.15407764912, -2.53699350357
         0.26, -0.00281025771983, -0.252073734999, 0.0120531087741, -387.974243164, 71.8383026123, 4460.41162109, -0.783241868019, -2.77964949608
        0.261, -0.00142551097088, -0.213158041239, -0.00409926101565, -375.285827637, 76.8139419556, 4663.58984375, -0.407861441374, -2.99656033516
        0.262, -0.000198083478608, -0.173091962934, -0.0186944231391, -357.778656006, 80.9431228638, 4852.32861328, -0.0354008935392, -3.18203258514
        0.263, 0.000847562158015, -0.132200241089, -0.0317662358284, -336.228729248, 84.1700515747, 5026.51660156, 0.327578574419, -3.33045053482
        0.264, 0.00169320369605, -0.0906954482198, -0.04334968701, -311.517181396, 86.4511489868, 5186.09228516, 0.675305664539, -3.4374859333
        0.265, 0.00232715392485, -0.048699233681, -0.0534779056907, -284.600036621,  87.750038147, 5331.00927734, 1.00271010399, -3.49954533577
        0.266, 0.00274438806809, -0.00616853311658, -0.0621739663184, -256.476135254, 88.0380554199, 5461.19921875, 1.30510044098, -3.51387882233
        0.267, 0.00294675095938, 0.0365607179701, -0.0694616362453, -228.151687622,  87.292388916, 5576.59765625, 1.57846093178, -3.47846341133
        0.268, 0.00294294790365, 0.0787577480078, -0.0753694549203, -200.596084595, 85.5103149414, 5677.32714844, 1.81950485706, -3.39272522926
        0.269, 0.00274797668681, 0.119234107435, -0.0799524337053, -174.698287964, 82.7210693359, 5763.84326172, 2.02637410164, -3.25797772408
         0.27, 0.00238227075897, 0.156509205699, -0.0833003595471, -151.228393555,  78.990814209, 5837.04394531, 2.19896936417, -3.07757019997
        0.271, 0.00187045952771, 0.189126610756, -0.0855450704694, -130.807601929, 74.4302368164, 5898.31787109, 2.33917856216, -2.85707807541
        0.272, 0.00123959337361, 0.216357395053, -0.0868513435125, -113.89768219, 69.1835784912, 5949.39746094, 2.45056843758, -2.60363459587
        0.273, 0.000517552369274, 0.238551065326, -0.0873829871416, -100.81577301, 63.3975257874, 5991.97167969, 2.53720474243, -2.3244395256
        0.274, -0.000267857249128,   0.256939888, -0.0872768983245, -91.7520751953, 57.1969108582, 6027.40429688,  2.6026725769, -2.02564573288
        0.275, -0.00108932412695, 0.273087710142, -0.0866183638573, -86.7903747559, 50.6633682251, 6056.50439453, 2.64914059639, -1.71148538589
