Time,Kappa_L1,Alpha_L1,Gamma_L1,Fx_L1   ,Fy_L1   ,Fz_L1   ,Mx_L1   ,Mz_L1   
        0.163, -0.00208872184157, 0.194155037403, 0.131874501705, -158.343765259, -195.050048828, 4835.13574219, -2.37383031845, 6.79371213913
        0.164, -0.0020977682434, 0.194169640541, 0.131835356355, -159.135971069, -195.333526611, 4835.37255859, -2.37084197998, 6.80498075485
        0.165, -0.00210676132701, 0.194184347987, 0.131796956062, -159.924591064, -195.613739014, 4835.61181641, -2.36789941788, 6.81612110138
        0.166, -0.00211569992825, 0.194199129939, 0.131759300828, -160.709579468, -195.890701294, 4835.85449219, -2.36500191689, 6.82713460922
        0.167, -0.00212458777241, 0.194149285555, 0.131718978286, -161.491073608, -196.163284302, 4836.10009766, -2.36206102371, 6.83800172806
        0.168, -0.00213341461495, 0.194164201617, 0.131682887673, -162.268737793, -196.432937622, 4836.34814453, -2.35926270485, 6.84872722626
        0.169, -0.00214218534529, 0.194179192185, 0.131647527218, -163.042526245, -196.699462891, 4836.59912109,  -2.356508255, 6.85933065414
         0.17, -0.00215089926496, 0.194194242358, 0.131612926722, -163.812393188, -196.962905884, 4836.85302734, -2.35379838943, 6.86981344223
        0.171, -0.00215955614112, 0.194209352136, 0.131579086185, -164.578262329, -197.223297119, 4837.10888672, -2.35113286972, 6.88017702103
        0.172, -0.00216815550812, 0.194224536419, 0.131546020508, -165.340103149, -197.480697632, 4837.36816406, -2.34851145744, 6.89042282104
        0.173, -0.00217669713311, 0.194239750504, 0.13151371479, -166.097854614, -197.735122681, 4837.62939453, -2.34593391418, 6.90055179596
        0.174, -0.0021851840429, 0.194196239114, 0.131479069591, -166.851516724, -197.986373901, 4837.89355469,  -2.343313694,  6.9105796814
        0.175, -0.00219360738993, 0.194211542606, 0.131448343396, -167.60105896, -198.234085083, 4838.16015625, -2.34083080292, 6.92044448853
        0.176, 0.0430222861469, 0.241235002875, 0.125423848629, -297.45993042, -269.225830078, 8689.04492188, -3.34976625443, 14.8755311966
        0.177, -0.00364613626152, 0.203076541424, 0.134183391929, 690.967590332, -317.903381348, 9208.48339844, -3.56733202934, 18.4440021515
        0.178, -0.00761948619038, 0.234652355313, 0.130587682128, 1402.83886719, -360.439239502, 9621.31445312, -3.17248463631, 20.8986492157
        0.179, -0.0154935214669, 0.265879869461, 0.131397604942, 1886.54394531, -374.334838867, 9591.78320312, -3.09723210335,  21.276889801
         0.18, -0.0249877888709, 0.297866076231, 0.135406434536, 2072.73730469, -380.914093018, 9544.01269531, -3.24504208565, 21.2415790558
        0.181, -0.0344358868897, 0.328880161047, 0.141559720039, 1914.21142578, -379.727874756,  9478.7421875, -3.5487139225, 21.3091850281
        0.182, -0.0422973409295, 0.357707113028, 0.149742007256, 1563.63659668, -373.972442627, 9396.72167969, -3.98348093033, 21.1246814728
        0.183, -0.0479141920805, 0.383319705725, 0.15981054306,   1082.890625, -360.621459961, 9299.26855469, -4.57443523407, 20.5084400177
        0.184, -0.0509659722447, 0.405526250601, 0.17198510468, 568.559265137, -331.438415527,    9187.90625, -5.43381071091,  18.820230484
        0.185, -0.0517721138895, 0.424475640059, 0.186224207282, 136.512268066, -279.828186035, 9064.29980469, -6.65645694733, 15.2284841537
        0.186, -0.0507624857128, 0.438459187746, 0.198469534516, -184.262084961, -291.239318848, 8930.05859375, -7.05805253983, 15.3685808182
        0.187, -0.0462250374258, 0.457897186279, 0.201320424676, -1125.60986328, -462.863769531, 12061.9921875, -8.07201766968,  28.402053833
        0.188, -0.037938464433, 0.502451837063, 0.21694894135, -1953.37634277, -508.546966553, 11883.9814453, -8.52963542938, 29.0315284729
        0.189, -0.0253686346114, 0.540752053261, 0.236340299249, -2509.10131836, -532.98638916, 11680.4033203, -9.42516994476, 28.0520210266
         0.19, -0.0110332835466, 0.571545958519, 0.259403765202, -2641.12011719, -541.835693359, 11451.3154297, -10.6284370422, 27.0633869171
        0.191, 0.00233935681172, 0.595030069351, 0.285710990429, -2275.99389648, -534.264892578, 11198.7998047, -12.1094751358, 26.4916591644
        0.192, 0.0123362904415, 0.611905276775, 0.315111756325, -1753.78759766, -518.768859863, 10924.9130859, -13.7660255432, 25.8581390381
        0.193, 0.0186051931232, 0.624118447304, 0.347172319889, -1145.63049316, -491.922332764, 10631.6279297, -15.5973472595, 24.5657367706
        0.194, 0.0211733970791, 0.632484555244, 0.38223195076, -589.772033691, -445.942138672, 10321.0390625, -17.6989402771, 22.1192073822
        0.195, 0.0207730047405, 0.637019395828, 0.420373678207, -187.893829346, -389.088531494,       9995.25, -19.9744052887, 18.3413562775
        0.196, 0.0184515379369, 0.637031078339, 0.459582477808, 75.6032028198, -378.54498291, 9656.44824219, -21.5871810913, 17.3573303223
        0.197, 0.0147753264755, 0.631742060184, 0.496971487999, 285.247802734, -411.253967285,    9306.90625, -22.4212856293, 19.0916442871
        0.198, 0.010055296123,  0.6215518713, 0.535013735294, 431.332458496, -435.492034912, 8948.80664062, -23.2292671204, 20.1313419342
        0.199, 0.00481869606301, 0.608878195286, 0.57504183054, 481.992767334, -443.198120117,  8584.2890625, -24.150177002, 19.9549770355
          0.2, -0.000307860987959, 0.594824373722, 0.616791367531, 426.377655029, -436.127441406, 8215.48632812, -25.1291770935,  18.677652359
        0.201, -0.00474394392222, 0.579873859882, 0.659947991371, 315.551300049, -419.846130371, 7844.49853516, -26.079366684, 16.7352466583
        0.202, -0.00826803222299, 0.563853919506, 0.703900158405, 173.709091187, -397.194488525, 7473.40380859, -26.9362545013, 14.3496417999
        0.203, -0.0107988426462, 0.546544849873, 0.748035728931, 28.1713371277, -380.999816895, 7104.19824219, -27.5481338501, 12.3076925278
        0.204, -0.0123583236709, 0.527133464813, 0.791161417961, -114.421783447, -385.580169678, 6738.82373047, -27.7490119934, 11.3195142746
        0.205, -0.0129593061283, 0.506035268307, 0.832753062248, -257.454437256, -403.07711792, 6379.12060547, -27.6271896362, 10.8471536636
        0.206, -0.0126259988174, 0.483674436808, 0.873455047607, -390.661682129, -417.007202148, 6026.81005859, -27.3788013458, 10.1266155243
        0.207, -0.011488577351, 0.459926009178, 0.91358435154, -507.141998291, -423.762512207, 5683.52929688, -27.0561161041, 8.97457885742
        0.208, -0.00937483087182, 0.435272663832, 0.952657163143, -605.700622559, -424.429443359, 5350.80615234, -26.6452159882, 7.66537332535
        0.209, -0.0069589051418, 0.408872246742, 0.990824818611, -588.374267578, -414.640533447, 5030.10498047, -26.2244129181, 6.66778993607
         0.21, -0.00517885340378, 0.382124334574, 1.02773559093, -487.539154053, -398.223327637, 4722.74609375, -25.769777298,  6.0256857872
        0.211, -0.00415624305606, 0.356785625219, 1.06290972233, -380.186981201, -379.916625977, 4429.85595703, -25.2327709198, 5.49217987061
        0.212, -0.00874050613493, 0.364276975393, 1.11396431923, -80.3372955322, -43.3022766113, 542.850097656, -3.42979979515, -0.339815050364
        0.213, -0.00988012645394, 0.321920782328,  1.1413115263, -48.8669967651, -20.2500724792, 294.366699219, -1.91576313972, -0.28759855032
        0.214, -0.0107723232359, 0.280217379332, 1.16247916222, -16.0510139465, -6.2307305336, 88.5271759033, -0.586274087429, -0.0967662036419
        0.215,             0,             0, 1.17861175537,             0,             0,             0,             0,             0
        0.216,             0,             0, 1.18995463848,             0,             0,             0,             0,             0
        0.217,             0,             0, 1.19662570953,             0,             0,             0,             0,             0
        0.218,             0,             0, 1.19869983196,             0,             0,             0,             0,             0
        0.219,             0,             0, 1.19657742977,             0,             0,             0,             0,             0
         0.22,             0,             0, 1.19116961956,             0,             0,             0,             0,             0
        0.221,             0,             0, 1.12251472473,             0,             0,             0,             0,             0
        0.222,             0,             0, 1.17160618305,             0,             0,             0,             0,             0
        0.223,             0,             0, 1.15786135197,             0,             0,             0,             0,             0
        0.224,             0,             0,  1.1416914463,             0,             0,             0,             0,             0
        0.225,             0,             0, 1.12327384949,             0,             0,             0,             0,             0
        0.226,             0,             0, 1.10279095173,             0,             0,             0,             0,             0
        0.227,             0,             0, 1.08042323589,             0,             0,             0,             0,             0
        0.228,             0,             0, 1.05634379387,             0,             0,             0,             0,             0
        0.229,             0,             0, 1.03071463108,             0,             0,             0,             0,             0
         0.23,             0,             0, 1.00368475914,             0,             0,             0,             0,             0
        0.231,             0,             0, 0.975390195847,             0,             0,             0,             0,             0
        0.232,             0,             0, 0.945956230164,             0,             0,             0,             0,             0
        0.233,             0,             0, 0.91549885273,             0,             0,             0,             0,             0
        0.234,             0,             0, 0.884126484394,             0,             0,             0,             0,             0
        0.235,             0,             0, 0.851940631866,             0,             0,             0,             0,             0
        0.236,             0,             0, 0.819036185741,             0,             0,             0,             0,             0
        0.237,             0,             0, 0.785502672195,             0,             0,             0,             0,             0
        0.238,             0,             0, 0.751424133778,             0,             0,             0,             0,             0
        0.239,             0,             0, 0.716880202293,             0,             0,             0,             0,             0
         0.24,             0,             0, 0.681945919991,             0,             0,             0,             0,             0
        0.241,             0,             0, 0.646692335606,             0,             0,             0,             0,             0
        0.242,             0,             0, 0.611186802387,             0,             0,             0,             0,             0
        0.243,             0,             0, 0.575492858887,             0,             0,             0,             0,             0
        0.244,             0,             0, 0.539670646191,             0,             0,             0,             0,             0
        0.245,             0,             0, 0.50377702713,             0,             0,             0,             0,             0
        0.246, -0.019506867975, -0.464109033346, 0.467865794897, -1.82433521748, -0.0432699769735, 5.79556131363, -0.0156181566417, -0.0066304304637
        0.247, -0.0192045737058, -0.477605879307, 0.432040512562, -97.0300979614, 1.40613222122, 313.141937256, -0.789259254932, -0.384898841381
        0.248, -0.0182772986591, -0.487381905317, 0.396682947874, -184.12588501, 8.29054260254, 624.170959473, -1.46228325367, -0.777808785439
        0.249, -0.0168306753039, -0.493253558874, 0.362052828074, -254.705688477, 19.0378761292, 937.312866211, -2.03034162521, -1.15132820606
         0.25, -0.015020894818, -0.49513232708, 0.328239351511, -303.428955078, 32.8960800171, 1250.83435059, -2.49137783051, -1.49351477623
        0.251, -0.0130239343271, -0.492917686701, 0.295382291079, -328.750640869, 49.3782310486, 1563.05029297, -2.84534192085, -1.80479669571
        0.252, -0.0110080353916, -0.486541777849, 0.263625055552, -332.629577637, 68.2013931274, 1872.33361816, -3.09468245506, -2.09985327721
        0.253, -0.00910282041878, -0.47599247098, 0.233078628778, -327.479980469, 86.3583602905, 2177.12548828, -3.26716089249, -2.56160783768
        0.254, -0.00734031898901, -0.461410433054, 0.203653156757, -309.153869629, 103.402565002, 2475.94677734, -3.36674261093, -3.17149591446
        0.255, -0.00581260025501, -0.442846029997, 0.175597608089, -287.351501465, 120.536453247, 2767.41333008, -3.38515973091, -3.81829071045
        0.256, -0.00456174928695, -0.420464724302, 0.148963943124, -261.820800781, 137.041885376, 3050.23925781, -3.32804703712, -4.45161771774
        0.257, -0.00358697166666, -0.394519627094, 0.123800285161, -235.659744263, 152.539428711,  3323.2512207, -3.20236754417, -5.06955862045
        0.258, -0.00286001828499, -0.365300178528, 0.10015014559, -211.593841553, 166.737838745, 3585.40063477, -3.01625204086, -5.65560674667
        0.259, -0.0023401172366, -0.333153784275, 0.0780551657081, -191.203277588, 179.621261597, 3835.77368164, -2.77995181084, -6.20156764984
         0.26, -0.00198473013006, -0.298480838537, 0.0575519800186, -175.749557495, 188.966827393, 4073.60229492, -2.50122761726, -6.68171024323
        0.261, -0.00174468697514, -0.261942923069, 0.0383537001908, -165.723419189, 192.581298828, 4298.27392578, -2.18097472191, -7.07110357285
        0.262, -0.00158931314945, -0.223867475986, 0.0207239054143, -159.095474243, 195.861465454, 4509.33789062, -1.84465110302, -7.42574644089
        0.263, -0.00149623095058, -0.184690967202, 0.00471303099766, -155.263870239, 198.764068604, 4706.50244141, -1.50292801857, -7.74380397797
        0.264, -0.00144812697545, -0.144796848297, -0.00971244648099, -153.77192688, 201.209945679, 4889.60644531, -1.1634554863, -8.02219390869
        0.265, -0.00143998954445, -0.104471795261, -0.0226011183113, -152.058609009, 202.857009888, 5058.57421875, -0.830742657185, -8.24739456177
        0.266, -0.00147844804451, -0.0638855174184, -0.0339998751879, -150.884765625,  203.81111145, 5213.37646484, -0.51145106554, -8.42375946045
        0.267, -0.00155573268421, -0.0231121852994, -0.043925780803, -150.821777344,  204.13861084, 5353.99121094, -0.212166532874, -8.55471801758
        0.268, -0.00166121008806, 0.0179756041616, -0.052393771708, -152.262985229, 203.882141113, 5480.37011719, 0.0612963549793, -8.64299583435
        0.269, -0.00178293918725, 0.0589456558228, -0.0594280585647, -155.399032593, 203.056564331, 5592.46582031, 0.30431714654, -8.69026470184
         0.27, -0.00190915819257, 0.0990672633052, -0.0650596320629, -160.062805176, 201.640426636, 5690.40478516,  0.5135191679, -8.69694328308
        0.271, -0.00203032442369, 0.137108102441, -0.0693559423089, -166.062988281, 199.628982544, 5774.62792969, 0.687431871891, -8.66428756714
        0.272, -0.00213766121306, 0.171747609973, -0.0724132880569, -173.14263916, 197.034408569, 5845.99755859, 0.826311886311, -8.59455394745
        0.273, -0.00222385209054, 0.201681762934, -0.0743774026632, -180.966140747, 193.886611938, 5905.84619141, 0.932861506939, -8.49083137512
        0.274, -0.00228282134049, 0.226472660899, -0.0754223018885, -189.133712769, 190.228729248, 5955.83935547, 1.01146578789, -8.35677242279
        0.275, -0.00231061736122, 0.246626615524, -0.075714237988, -197.194366455, 186.098464966, 5997.59326172, 1.06688416004, -8.19555950165
        0.276, -0.00230612209998, 0.26347592473, -0.0753880143166, -204.685134888, 181.518280029, 6032.42285156, 1.10326850414, -8.00939846039
        0.277, -0.00227211927995, 0.278414070606, -0.0745230168104, -211.176559448,  176.49017334, 6061.09912109,  1.1231456995, -7.79927873611
        0.278, -0.00221507507376, 0.292207539082, -0.0731630623341, -216.346832275, 171.015197754, 6084.04296875, 1.12788200378, -7.56597661972
        0.279, -0.00214360305108, 0.305219352245, -0.0713341832161, -220.027313232, 165.107040405, 6101.51367188, 1.11818528175, -7.3107585907
         0.28, -0.00206703459844, 0.317575633526, -0.0690528526902, -222.214523315, 158.794052124, 6113.68896484, 1.09437298775, -7.03550672531
        0.281, -0.0019944771193, 0.329324603081, -0.0663321912289, -222.86555481, 152.099884033, 6120.72460938, 1.05675041676, -6.74189519882
        0.282, -0.00193453929387, 0.340480744839, -0.0631834864616, -222.332855225, 145.082061768, 6122.76464844, 1.00534617901, -6.43305683136
        0.283, -0.00189237110317, 0.351032853127, -0.0596157461405, -221.062164307, 137.798843384, 6119.95458984, 0.940162539482, -6.11215925217
        0.284, -0.00187014974654, 0.360949158669, -0.0556394569576, -219.508911133, 130.301269531, 6112.45117188, 0.861375808716, -5.78202867508
        0.285, -0.00186715309974, 0.370183289051, -0.0512670017779, -218.074279785,  122.62789917, 6100.42822266, 0.769389629364, -5.44491195679
        0.286, -0.00188034214079, 0.378680944443, -0.046513531357, -217.059158325, 114.802055359, 6084.08300781, 0.664881944656, -5.10235643387
        0.287, -0.00190515851136, 0.386393010616, -0.0413972958922, -216.638977051, 106.832145691, 6063.63525391, 0.548803269863, -4.75521230698
        0.288, -0.00193641148508, 0.393280744553, -0.0359392873943, -216.859390259, 98.7146682739, 6039.32763672, 0.422325283289, -4.40377521515
        0.289, -0.00196910859086, 0.399315148592, -0.0301628224552, -217.651351929, 90.4399337769, 6011.41943359, 0.286762058735, -4.04804372787
         0.29, -0.00199926877394, 0.404476255178, -0.024092996493, -218.788314819, 81.9964675903, 5980.18701172, 0.143499150872, -3.68792676926
        0.291, -0.00202455348335, 0.408753812313, -0.0177560821176, -220.108551025, 73.3848876953, 5945.91699219, -0.00615307642147, -3.32384634018
        0.292, -0.00204354268499, 0.412144362926, -0.0111786806956, -221.440124512, 64.6155700684, 5908.90820312, -0.160981282592, -2.9566385746
        0.293, -0.00205599889159, 0.414651364088, -0.00438796216622, -222.621444702, 55.7101364136, 5869.46582031, -0.319880664349, -2.58760094643
        0.294, -0.00206266040914, 0.416285485029, 0.00258879456669, -223.670593262, 46.7009506226,  5827.8984375, -0.481872230768, -2.21845436096
        0.295, -0.00206277612597, 0.417060106993, 0.00972437113523, -224.512817383, 37.6291465759, 5784.52001953, -0.646096289158, -1.85123670101
        0.296, -0.00205893488601, 0.416992247105, 0.0169909931719, -224.745056152, 28.5423488617, 5739.64355469, -0.811775803566, -1.48817884922
        0.297, -0.00205449364148, 0.416121512651, 0.024361602962, -224.348312378, 19.4917621613, 5693.58105469, -0.97823792696, -1.13158106804
        0.298, -0.00205270084552, 0.414490222931, 0.03180943802, -223.37059021, 10.5291376114, 5646.64013672, -1.14487624168, -0.783675372601
        0.299, -0.00205629505217, 0.412141352892, 0.0393079072237, -221.918228149, 1.70471715927, 5599.12548828, -1.3111320734, -0.446538388729
          0.3, -0.00206718035042, 0.409116983414, 0.0468305647373, -220.137466431, -6.93456459045, 5551.33349609, -1.47647964954, -0.122018910944
        0.301, -0.00208623684011, 0.405457884073, 0.0543510690331, -218.19380188, -15.3467903137, 5503.55322266, -1.64041256905, 0.18833220005
        0.302, -0.00211327103898, 0.401203632355, 0.0618432275951, -216.25100708, -23.4967594147, 5456.06494141, -1.80243098736, 0.483330488205
        0.303, -0.00214710645378, 0.396393507719, 0.0692810490727, -214.451797485, -31.3573875427, 5409.13818359, -1.96203267574, 0.762212812901
        0.304, -0.00218579103239, 0.391066938639, 0.0766388475895, -212.902557373, -38.9103965759, 5363.03076172, -2.11870932579, 1.02465891838
        0.305, -0.00222688890062, 0.385264158249, 0.0838914066553, -211.664016724, -46.145980835, 5317.98828125, -2.27195262909, 1.27076816559
        0.306, -0.00226780353114, 0.379026532173, 0.091014161706, -210.749176025, -53.0615005493, 5274.24414062, -2.42126774788, 1.50099134445
