type,latitude,longitude,left_latitude,left_longitude,right_latitude,right_longitude,node_0_latitude,node_0_longitude,node_1_latitude,node_1_longitude,node_2_latitude,node_2_longitude,node_3_latitude,node_3_longitude,node_4_latitude,node_4_longitude,node_5_latitude,node_5_longitude,node_6_latitude,node_6_longitude,node_7_latitude,node_7_longitude,node_8_latitude,node_8_longitude,node_9_latitude,node_9_longitude
258,25.4904485,51.44891042,25.490474900585696,51.44896255463854,25.49042209939588,51.44885828538436,25.490470500489355,51.44895386553052,25.490466100392513,51.448945176423145,25.49046170029515,51.4489364873164,25.490457300197278,51.4489277982103,25.490452900098898,51.44891910910483,25.490444099900593,51.4489017308958,25.490439699800675,51.44889304179224,25.490435299700245,51.44888435268931,25.4904308995993,51.448875663587025,25.490426499497847,51.44886697448538
259,25.49045636,51.44890553,25.490482801661077,51.448957639087446,25.490429918320512,51.448853420935485,25.490478394718842,51.44894895423795,25.4904739877761,51.44894026938909,25.490469580832837,51.44893158454086,25.490465173889067,51.44892289969327,25.49046076694479,51.44891421484631,25.490451953054695,51.44889684515432,25.490447546108886,51.44888816030928,25.490443139162558,51.44887947546487,25.490438732215722,51.44887079062111,25.490434325268367,51.44886210577798
260,25.49046422,51.44890063,25.490490694976867,51.44895271832547,25.490437745004737,51.44884854169747,25.490486282481996,51.4489440369363,25.49048186998662,51.44893535554776,25.49047745749073,51.44892667415987,25.49047304499433,51.44891799277261,25.490468632497418,51.44890931138598,25.490459807502067,51.44889194861465,25.490455395003625,51.44888326722994,25.490450982504665,51.448874585845864,25.4904465700052,51.44886590446243,25.490442157505225,51.44885722307963
261,25.49047207,51.44889573,25.490498544975523,51.448947818329714,25.49044559500608,51.44884364169323,25.490494132480876,51.448939136939835,25.490489719985725,51.44893045555059,25.490485307490058,51.44892177416199,25.490480894993883,51.44891309277401,25.490476482497193,51.448904411386685,25.49046765750229,51.44888704861394,25.490463245004072,51.44887836722852,25.49045883250534,51.44886968584374,25.4904544200061,51.4488610044596,25.490450007506343,51.448852323076096
262,25.49047993,51.44889083,25.490506338358557,51.44894295982041,25.490453521623017,51.448838700202515,25.49050193696674,51.44893427151541,25.49049753557442,51.44892558321106,25.49049313418158,51.44891689490734,25.490488732788233,51.44890820660426,25.49048433139437,51.448899518301815,25.490475528605113,51.44888214169883,25.490471127209723,51.44887345339829,25.49046672581381,51.44886476509839,25.49046232441739,51.44885607679913,25.49045792302046,51.4488473885005
263,25.4904878,51.44888595,25.490514133929683,51.44893812601365,25.490461466051862,51.4488337740092,25.490509744942685,51.44892943000979,25.490505355955175,51.44892073400656,25.490500966967147,51.44891203800397,25.49049657797861,51.44890334200201,25.490492188989563,51.44889464600068,25.490483411009922,51.44887725399994,25.49047902201934,51.44886855800053,25.490474633028235,51.44885986200175,25.490470244036622,51.4488511660036,25.490465855044494,51.448842470006085
264,25.49049567,51.44888108,25.49052198334961,51.448933268758665,25.490469356631923,51.44882889126419,25.49051759779262,51.44892457063063,25.490513212235125,51.448915872503235,25.490508826677114,51.44890717437647,25.490504441118592,51.44889847625035,25.49050005555955,51.44888977812486,25.490491284439933,51.44887238187578,25.490486898879357,51.44886368375219,25.49048251331827,51.44885498562924,25.49047812775667,51.44884628750692,25.490473742194553,51.448837589385235
265,25.49050354,51.44887621,25.490529853348306,51.448928398762895,25.490477226633224,51.44882402125997,25.490525467791535,51.44891970063416,25.490521082234256,51.44891100250605,25.490516696676465,51.44890230437859,25.490512311118156,51.44889360625176,25.490507925559335,51.44888490812557,25.490499154440148,51.44886751187508,25.490494768879792,51.44885881375079,25.490490383318917,51.44885011562713,25.490485997757535,51.448841417504106,25.490481612195634,51.44883271938173
266,25.49051141,51.44887134,25.49053772334701,51.44892352876711,25.490485096634526,51.44881915125574,25.490533337790456,51.44891483063767,25.490528952233394,51.44890613250887,25.490524566675813,51.4488974343807,25.490520181117727,51.44888873625316,25.49051579555912,51.44888003812626,25.490507024440372,51.44886264187437,25.490502638880226,51.44885394374938,25.49049825331957,51.448845245625016,25.490493867758406,51.44883654750129,25.490489482196722,51.4488278493782
267,25.49051928,51.44886647,25.490545593345686,51.44891865877135,25.490492966635845,51.44881428125151,25.490541207789352,51.448909960641195,25.490536822232507,51.44890126251169,25.49053243667515,51.44889256438282,25.490528051117284,51.448883866254576,25.490523665558896,51.44887516812697,25.490514894440587,51.44885777187367,25.490510508880664,51.448849073747965,25.49050612332023,51.44884037562289,25.490501737759285,51.44883167749847,25.490497352197817,51.44882297937467
268,25.49052715,51.4488616,25.49055346334436,51.448913788775585,25.490500836637178,51.44880941124727,25.49054907778825,51.448905090644736,25.490544692231623,51.44889639251451,25.490540306674486,51.448887694384936,25.49053592111684,51.44887899625599,25.490531535558674,51.44887029812767,25.49052276444081,51.448852901872954,25.49051837888111,51.44884420374655,25.490513993320896,51.44883550562078,25.490509607760174,51.448826807495635,25.490505222198927,51.44881810937113
269,25.49053502,51.44885673,25.490561312739185,51.44890893152304,25.490508727242336,51.44880452849981,25.49055693061727,51.44890023126762,25.490552548494847,51.44889153101283,25.4905481663719,51.44888283075867,25.490543784248448,51.448874130505146,25.490539402124476,51.44886543025226,25.490530637875004,51.44884802974839,25.490526255749497,51.4488393294974,25.490521873623475,51.44883062924705,25.49051749149694,51.44882192899733,25.490513109369893,51.44881322874826
270,25.49054289,51.44885187,25.49056918273788,51.44890407152727,25.490516597243644,51.448799668495575,25.49056480061618,51.44889537127114,25.49056041849397,51.44888667101564,25.490556036371245,51.44887797076078,25.49055165424801,51.44886927050655,25.49054727212426,51.44886057025296,25.490538507875222,51.448843169747676,25.490534125749935,51.44883446949599,25.49052974362413,51.448825769244934,25.490525361497816,51.44881706899451,25.490520979370988,51.44880836874472
271,25.49055076,51.448847,25.49057707334043,51.448899188788275,25.49052444664111,51.448794811234585,25.490572687784972,51.44889049065531,25.490568302229004,51.448881792522975,25.490563916672524,51.44887309439128,25.490559531115533,51.44886439626022,25.490555145558023,51.4488556981298,25.490546374441468,51.44883830187084,25.490541988882423,51.448829603742325,25.490537603322863,51.44882090561444,25.490533217762795,51.44881220748719,25.49052883220221,51.448803509360566
272,25.49055863,51.44884213,25.49058494333913,51.4488943187925,25.490532316642405,51.448789941230366,25.49058055778389,51.44888562065883,25.49057617222814,51.44887692252579,25.49057178667187,51.44886822439339,25.490567401115094,51.44885952626162,25.490563015557804,51.448850828130496,25.490554244441682,51.44883343187014,25.490549858882854,51.44882473374092,25.49054547332351,51.448816035612325,25.490541087763656,51.448807337484375,25.490536702203286,51.448798639357044
273,25.4905665,51.44883726,25.490592833916534,51.44888943605597,25.49054016606501,51.44878508396689,25.490588444931724,51.44888074004505,25.490584055946403,51.44887204403477,25.49057966696057,51.44886334802512,25.49057527797423,51.44885465201611,25.490570888987367,51.44884595600774,25.490562111012114,51.44882856399289,25.49055772202372,51.448819867986415,25.49055333303481,51.44881117198059,25.490548944045393,51.448802475975384,25.490544555055454,51.44879377997082
274,25.49057437,51.44883238,25.490600703915206,51.448884556060214,25.49054803606634,51.448780203962656,25.490596314930617,51.448875860048595,25.490591925945523,51.4488671640376,25.490587536959907,51.44885846802725,25.490583147973783,51.44884977201753,25.490578758987148,51.44884107600845,25.49056998101234,51.44882368399219,25.490565592024165,51.44881498798501,25.490561203035476,51.44880629197847,25.490556814046275,51.448797595972565,25.490552425056563,51.4487888999673
275,25.49058224,51.44882751,25.490608573913907,51.44887968606444,25.490555906067637,51.44877533395844,25.490604184929538,51.44887099005211,25.490599795944654,51.44886229404042,25.490595406959258,51.44885359802936,25.490591017973355,51.44884490201894,25.490586628986932,51.448836206009155,25.490577851012553,51.44881881399149,25.4905734620246,51.448810117983605,25.490569073036124,51.44880142197636,25.490564684047143,51.448792725969746,25.490560295057644,51.448784029963775
276,25.49059011,51.44882263,25.490616464486287,51.448874793317955,25.490563755495266,51.44877046670493,25.490612072073183,51.44886609943004,25.490607679659572,51.44885740554276,25.490603287245445,51.44884871165612,25.49059889483081,51.44884001777011,25.490594502415657,51.44883132388474,25.490585717583823,51.4488139361159,25.49058132516714,51.44880524223243,25.49057693274994,51.4487965483496,25.490572540332227,51.448787854467405,25.490568147914,51.44877916058585
277,25.49059798,51.44881775,25.490624347245838,51.44886990540697,25.490571612735724,51.44876559461593,25.49061995270614,51.448861212837556,25.49061555816594,51.44885252026877,25.49061116362522,51.44884382770063,25.490606769083996,51.44883513513312,25.490602374542252,51.448826442566244,25.490593585457233,51.4488090574344,25.49058919091396,51.448800364869435,25.490584796370168,51.448791672305106,25.490580401825866,51.44878297974141,25.490576007281053,51.44877428717835
278,25.49060584,51.44881287,25.490632207244545,51.44886502541118,25.49057947273702,51.44876071461171,25.490627812705068,51.44885633284106,25.490623418165082,51.44884764027157,25.49061902362458,51.448838947702725,25.490614629083566,51.44883025513452,25.490610234542036,51.44882156256694,25.490601445457454,51.44880417743369,25.49059705091439,51.44879548486802,25.490592656370815,51.44878679230299,25.49058826182673,51.4487780997386,25.490583867282126,51.44876940717483
279,25.49061371,51.44880799,25.490640043908662,51.448860166081346,25.490587376072884,51.44875581394152,25.490635654925164,51.448851470066195,25.490631265941158,51.44884277405169,25.490626876956636,51.44883407803781,25.490622487971603,51.44882538202457,25.490618098986058,51.448816686011966,25.490609321013427,51.448799293988664,25.490604932026343,51.44879059797797,25.49060054303875,51.4487819019679,25.49059615405064,51.448773205958474,25.490591765062018,51.448764509949676
280,25.49062158,51.44880312,25.490647872724736,51.448855321569575,25.490595287256784,51.448750918453264,25.490643490605226,51.448846621306394,25.490639108485208,51.44883792104384,25.490634726364675,51.44882922078193,25.49063034424363,51.44882052052065,25.490625962122067,51.448811820260005,25.49061719787741,51.44879441974063,25.490612815754314,51.44878571948188,25.4906084336307,51.448777019223776,25.49060405150658,51.44876831896631,25.490599669381936,51.44875961870947
281,25.49062945,51.44879826,25.490655709391433,51.44885048216151,25.490603190590075,51.44874603786131,25.49065133282748,51.44884177846634,25.490646956263014,51.448833074771805,25.49064257969803,51.448824371077905,25.490638203132537,51.448815667384636,25.490633826566523,51.448806963692,25.490625073432962,51.44878955630863,25.490620696865413,51.4487808526179,25.490616320297345,51.4487721489278,25.49061194372877,51.44876344523834,25.490607567159678,51.448754741549514
282,25.49063733,51.4487934,25.490663589390124,51.44884562216574,25.49061107059138,51.44874117785709,25.490659212826383,51.448836918469866,25.490654836262138,51.44882821477463,25.49065045969737,51.44881951108002,25.490646083132095,51.448810807386046,25.490641706566297,51.44880210369271,25.490632953433177,51.44878469630793,25.49062857686585,51.4487759926165,25.490624200298,51.44876728892569,25.490619823729645,51.448758585235524,25.49061544716077,51.448749881545986
283,25.4906452,51.44878854,25.490671459388818,51.448840762169965,25.49061894059269,51.448736317852855,25.490667082825293,51.44883205847339,25.490662706261265,51.448823354777446,25.49065832969672,51.44881465108214,25.490653953131662,51.448805947387456,25.490649576566085,51.44879724369341,25.4906408234334,51.44877983630723,25.490636446866283,51.448771132615086,25.490632070298656,51.44876242892358,25.490627693730517,51.448753725232706,25.49062331716186,51.448745021542464
284,25.49065308,51.44878368,25.49067928538454,51.44883593545686,25.490626874596956,51.44873142456593,25.490674917821732,51.448827226212465,25.490670550258418,51.44881851696871,25.490666182694586,51.44880980772558,25.490661815130238,51.44880109848309,25.49065744756538,51.44879238924123,25.490648712434112,51.4487749707594,25.490644344867714,51.44876626151944,25.49063997730079,51.448757552280114,25.490635609733364,51.44874884304142,25.490631242165414,51.448740133803355
285,25.49066096,51.44877884,25.490687144746754,51.448831108155915,25.490634775234728,51.44872657186687,25.49068278062358,51.448822396795016,25.490678416499893,51.44881368543474,25.49067405237569,51.44880497407511,25.490669688250975,51.44879626271611,25.490665324125747,51.44878755135774,25.490656595873737,51.4487701286429,25.49065223174697,51.44876141728643,25.490647867619675,51.44875270593059,25.490643503491878,51.44874399457538,25.490639139363555,51.448735283220806
286,25.49066884,51.44877399,25.49069503270733,51.448826253263825,25.49064264727416,51.448721726758954,25.49069066725739,51.448817542718274,25.490686301806942,51.448808832173356,25.49068193635598,51.44880012162906,25.490677570904502,51.44879141108541,25.490673205452506,51.44878270054239,25.49066447454698,51.44876527945824,25.490660109093447,51.44875656891712,25.490655743639394,51.44874785837663,25.49065137818483,51.44873914783677,25.49064701272975,51.44873043729754
287,25.49067673,51.44876914,25.490702922706017,51.44882140326807,25.490650537275464,51.44871687675472,25.4906985572563,51.44881269272181,25.49069419180607,51.44880398217619,25.490689826355325,51.44879527163119,25.490685460904064,51.448786561086834,25.490681095452288,51.4487778505431,25.490672364547198,51.44876042945754,25.490667999093883,51.448751718915716,25.490663633640047,51.44874300837452,25.490659268185702,51.44873429783395,25.49065490273084,51.44872558729402
288,25.49068461,51.44876429,25.490710815399357,51.44881654546145,25.490658404582128,51.448712034561346,25.490706447834082,51.4488078362163,25.490702080268292,51.44879912697177,25.490697712701987,51.44879041772788,25.490693345135174,51.44878170848462,25.490688977567842,51.448772999241996,25.490680242431637,51.44875558075864,25.490675874862763,51.44874687151792,25.490671507293378,51.44873816227783,25.490667139723477,51.44872945303837,25.49066277215306,51.44872074379954
289,25.49069249,51.44875944,25.490718695398044,51.44881169546569,25.490666284583444,51.448707184557115,25.49071432783299,51.448802986219825,25.490709960267424,51.448794276974596,25.490705592701335,51.44878556772999,25.49070122513474,51.448776858486035,25.490696857567624,51.4487681492427,25.490688122431862,51.448750730757936,25.490683754863205,51.44874202151651,25.490679387294037,51.44873331227571,25.490675019724353,51.448724603035544,25.490670652154154,51.44871589379601
290,25.49070037,51.44875459,25.490726575396746,51.44880684546991,25.49067416458474,51.448702334552884,25.490722207831904,51.44879813622334,25.490717840266555,51.448789426977406,25.490713472700683,51.448780717732106,25.490709105134307,51.44877200848744,25.49070473756741,51.4487632992434,25.490696002432074,51.44874588075724,25.490691634863637,51.4487371715151,25.490687267294682,51.44872846227359,25.49068289972522,51.44871975303273,25.490678532155233,51.44871104379249
291,25.49070825,51.44874974,25.490734455395422,51.44880199547415,25.490682044586066,51.44869748454864,25.4907300878308,51.44879328622687,25.490725720265672,51.44878457698023,25.49072135270002,51.44877586773422,25.490716985133865,51.44876715848885,25.490712617567187,51.4487584492441,25.490703882432292,51.44874103075652,25.490699514864076,51.448732321513674,25.490695147295348,51.44872361227147,25.4906907797261,51.448714903029895,25.49068641215634,51.44870619378895
292,25.49071613,51.44874489,25.490742335394103,51.44879714547839,25.490689924587382,51.44869263454441,25.490737967829705,51.44878843623041,25.490733600264793,51.44877972698306,25.490729232699362,51.44877101773634,25.490724865133423,51.44876230849027,25.490720497566965,51.44875359924482,25.490711762432515,51.448736180755816,25.49070739486452,51.44872747151227,25.490703027296004,51.44871876226936,25.490698659726977,51.44871005302707,25.490694292157436,51.44870134378542
293,25.49072401,51.44874004,25.490750161381577,51.44879232868073,25.490697858599898,51.448687751342014,25.490745802819266,51.44878361389903,25.490741444256443,51.448774899117964,25.490737085693105,51.44876618433752,25.490732727129256,51.44875746955771,25.49072836856488,51.448748754778535,25.490719651434606,51.448731325222084,25.490715292868693,51.448722610444804,25.490710934302268,51.44871389566816,25.490706575735327,51.44870518089215,25.490702217167865,51.448696466116765
294,25.4907319,51.44873521,25.49075801801869,51.448787519146016,25.49070578196276,51.44868290087672,25.49075366501686,51.44877880095344,25.49074931201452,51.44877008276149,25.490744959011664,51.44876136457017,25.490740606008288,51.44875264637948,25.490736253004403,51.44874392818942,25.49072754699508,51.44872649181121,25.49072319398965,51.448717773623045,25.490718840983696,51.44870905543552,25.490714487977236,51.44870033724862,25.49071013497025,51.44869161906235
295,25.49073979,51.44873037,25.49076594138511,51.44878265868543,25.49071363859635,51.44867808133733,25.49076158282221,51.44877394390295,25.490757224258797,51.44876522912109,25.49075286569487,51.44875651433987,25.49074850713043,51.44874779955928,25.490744148565465,51.44873908477932,25.490735431434008,51.448721655221306,25.490731072867508,51.448712940443244,25.49072671430049,51.448704225665814,25.490722355732963,51.44869551088902,25.490717997164907,51.44868679611286
296,25.49074767,51.44872553,25.490773821383783,51.44877781868968,25.49072151859768,51.448673241333076,25.490769462821103,51.448769103906486,25.490765104257914,51.448760389123926,25.490760745694207,51.448751674342,25.490756387129988,51.448742959560704,25.490752028565247,51.448734244780034,25.490743311434233,51.4487168152206,25.490738952867954,51.448708100441834,25.49073459430116,51.4486993856637,25.49073023573385,51.44869067088619,25.49072587716602,51.448681956109326
297,25.49075556,51.44872069,25.49078178604489,51.448772932778795,25.4907293339366,51.44866844724402,25.490777415038693,51.448764225647416,25.490773044031982,51.44875551851666,25.490768673024757,51.44874681138655,25.49076430201702,51.44873810425707,25.490759931008764,51.44872939712822,25.490751188990718,51.448711982872425,25.490746817980924,51.44870327574547,25.49074244697061,51.44869456861916,25.49073807595979,51.44868586149348,25.49073370494845,51.44867715436843
298,25.49076343,51.44871582,25.490789709981094,51.44876802950643,25.490737150000427,51.4486636105164,25.490785329985528,51.44875932792044,25.49078094998945,51.448750626335084,25.490776569992857,51.44874192475036,25.490772189995752,51.44873322316627,25.490767809998133,51.44872452158282,25.490759050001355,51.448707118417815,25.490754670002197,51.44869841683626,25.490750290002524,51.44868971525534,25.49074591000234,51.44868101367506,25.49074153000164,51.44867231209542
299,25.49077131,51.44871096,25.49079758997977,51.44876316951067,25.490745030001747,51.448658750512166,25.490793209984425,51.44875446792397,25.490788829988567,51.44874576633791,25.490784449992194,51.44873706475248,25.49078006999531,51.44872836316769,25.49077568999791,51.448719661583524,25.490766930001573,51.44870225841711,25.490762550002636,51.44869355683485,25.490758170003183,51.44868485525323,25.490753790003218,51.44867615367224,25.490749410002735,51.44866745209188
300,25.49077918,51.44870609,25.490805472698458,51.44875829165427,25.49075288728306,51.44865388836857,25.490801090583332,51.44874959137698,25.490796708467695,51.448740891100314,25.49079232635154,51.44873219082429,25.49078794423487,51.448723490548886,25.490783562117688,51.44871479027413,25.49077479788179,51.448697389726505,25.490770415763073,51.44868868945365,25.490766033643837,51.44867998918143,25.490761651524092,51.448671288909836,25.490757269403833,51.44866258863889
301,25.49078705,51.44870123,25.490813276052165,51.44875347278799,25.49076082392933,51.4486489872348,25.49080890504476,51.44874476565508,25.490804534036837,51.44873605852279,25.490800163028396,51.44872735139115,25.490795792019444,51.448718644260126,25.490791421009977,51.44870993712975,25.490782678989508,51.44869252287088,25.4907783079785,51.44868381574239,25.490773936966978,51.44867510861455,25.490769565954942,51.44866640148733,25.490765194942394,51.44865769436075
302,25.49079494,51.44869638,25.490821078667047,51.4487486765136,25.490768801314413,51.44864408350915,25.490816722223823,51.44873996042642,25.49081236578009,51.448731244339875,25.49080800933584,51.44872252825396,25.490803652891078,51.44871381216868,25.490799296445797,51.44870509608402,25.490790583553686,51.448687663916616,25.490786227106867,51.448678947833855,25.490781870659525,51.448670231751734,25.490777514211672,51.448661515670246,25.4907731577633,51.44865279958939
303,25.49080283,51.44869155,25.49082892732299,51.44874387185267,25.49077673265845,51.44863922817005,25.490824577770443,51.448735151542316,25.49082022821739,51.44872643123259,25.490815878663813,51.4487177109235,25.490811529109724,51.44870899061503,25.49080717955512,51.44870027030721,25.49079848044436,51.44868282969343,25.49079413088821,51.44867410938749,25.490789781331543,51.448665389082194,25.49078543177436,51.44865666877752,25.490781082216664,51.448647948473464
304,25.49081072,51.44868672,25.490836817321647,51.448739041856925,25.49078462265979,51.448634398165794,25.490832467769327,51.44873032154586,25.49082811821649,51.44872160123543,25.49082376866314,51.448712880925626,25.490819419109275,51.44870416061646,25.490815069554895,51.44869544030791,25.49080637044458,51.44867799969272,25.49080202088866,51.448669279386074,25.49079767133221,51.44866055908006,25.490793321775254,51.44865183877467,25.490788972217775,51.44864311846992
305,25.49081861,51.44868189,25.490844740696154,51.44873419141254,25.4907924792853,51.44862958861021,25.490840385581414,51.448725474508876,25.490836030466166,51.44871675760584,25.490831675350396,51.44870804070344,25.49082732023411,51.448699323801655,25.490822965117314,51.44869060690051,25.49081425488217,51.448673173100126,25.490809899763832,51.44866445620088,25.490805544644967,51.44865573930226,25.490801189525595,51.44864702240429,25.490796834405707,51.448638305506925
306,25.49082649,51.44867705,25.490852749305766,51.4487292723,25.49080023067574,51.448624827722824,25.49084837275609,51.44872056858175,25.4908439962059,51.44871186486414,25.490839619655194,51.44870316114715,25.490835243103977,51.448694457430804,25.49083086655224,51.44868575371508,25.49082211344724,51.44866834628556,25.49081773689397,51.44865964257174,25.49081336034018,51.448650938858556,25.490808983785882,51.44864223514601,25.490804607231066,51.4486335314341
307,25.49083436,51.44867217,25.490860727206353,51.44872432553405,25.490807992775206,51.44862001448883,25.490856332673243,51.448715632943454,25.490851938139617,51.448706940353496,25.490847543605483,51.44869824776417,25.490843149070834,51.44868955517548,25.49083875453567,51.44868086258742,25.490829965463814,51.44866347741321,25.490825570927115,51.44865478482707,25.490821176389904,51.44864609224156,25.490816781852185,51.44863739965668,25.490812387313948,51.44862870707244
308,25.49084222,51.44866729,25.49086860775048,51.44871943278392,25.49081583223109,51.448615147238975,25.490864209793344,51.44871074231835,25.490859811835698,51.4487020518534,25.49085541387754,51.4486933613891,25.490851015918878,51.448684670925424,25.490846617959694,51.4486759804624,25.490837822039797,51.44865859953824,25.490833424079078,51.44864990907711,25.490829026117847,51.44864121861663,25.49082462815611,51.44863252815678,25.49082023019385,51.44862383769756
309,25.49085009,51.4486624,25.49087647774918,51.448714542788146,25.490823702232387,51.44861025723476,25.49087207979226,51.44870585232187,25.490867681834835,51.448697161856224,25.490863283876894,51.448688471391215,25.490858885918442,51.448679780926845,25.490854487959474,51.4486710904631,25.49084569204001,51.448653709537545,25.490841294079512,51.44864501907571,25.490836896118495,51.44863632861452,25.490832498156973,51.448627638153965,25.490828100194932,51.448618947694044
310,25.49085795,51.44865752,25.49088427603615,51.448709701062995,25.490831623945386,51.44860533895987,25.490879888364738,51.44870100421757,25.49087550069282,51.44869230737279,25.490871113020383,51.44868361052863,25.490866725347434,51.448674913685124,25.490862337673974,51.44866621684224,25.490853562325512,51.448648823158386,25.490849174650513,51.44864012631742,25.490844786975,51.44863142947708,25.490840399298975,51.44862273263737,25.490836011622438,51.4486140357983
311,25.49086582,51.44865266,25.490892099950234,51.44870486956998,25.490839540031285,51.44860045045286,25.49088771995981,51.448696167973395,25.490883339968875,51.44868746637745,25.490878959977426,51.44867876478214,25.490874579985462,51.44867006318746,25.490870199992987,51.44866136159341,25.490861440006498,51.448643958407224,25.490857060012484,51.44863525681508,25.49085268001795,51.44862655522357,25.49084830002291,51.4486178536327,25.490843920027352,51.448609152042465
312,25.4908737,51.44864779,25.49089997994895,51.4486999995742,25.49084742003258,51.44859558044865,25.490895599958737,51.44869129797692,25.49089121996802,51.44868259638027,25.490886839976785,51.44867389478425,25.490882459985038,51.44866519318887,25.490878079992775,51.44865649159412,25.490869320006713,51.44863908840652,25.490864940012916,51.44863038681368,25.4908605600186,51.448621685221475,25.490856180023773,51.44861298362989,25.49085180002843,51.44860428203895
313,25.49088157,51.44864293,25.490907829349414,51.448695152297006,25.490855310632096,51.44859070772582,25.49090345279246,51.44868644857925,25.490899076234996,51.44867774486213,25.490894699677014,51.44866904114565,25.490890323118528,51.4486603374298,25.490885946559516,51.44865163371458,25.490877193439964,51.44863422628605,25.490872816879417,51.44862552257274,25.490868440318355,51.44861681886006,25.490864063756785,51.44860811514801,25.490859687194696,51.4485994114366
314,25.49088945,51.44863807,25.490915709348098,51.448690292301244,25.49086319063342,51.44858584772159,25.490911332791367,51.44868158858279,25.49090695623412,51.44867288486496,25.49090257967636,51.44866418114777,25.490898203118086,51.44865547743121,25.4908938265593,51.44864677371529,25.490885073440186,51.448629366285346,25.490880696879863,51.44862066257133,25.49087632031902,51.448611958857946,25.490871943757668,51.44860325514519,25.490867567195796,51.44859455143307
315,25.49089732,51.44863321,25.4909235460338,51.44868545284724,25.49087109394769,51.44858096717555,25.49091917502945,51.448676745704454,25.490914804024587,51.448668038562296,25.490910433019213,51.44865933142077,25.49090606201332,51.448650624279885,25.490901691006915,51.448641917139625,25.490892948992563,51.44862450286101,25.490888577984617,51.44861579572265,25.49088420697615,51.44860708858492,25.490879835967178,51.44859838144783,25.49087546495769,51.44858967431138
316,25.49090521,51.44862836,25.49093140266796,51.44868062339084,25.490879017313528,51.44857609663194,25.490927037224584,51.448671912824125,25.490922671780698,51.44866320225803,25.490918306336294,51.44865449169257,25.490913940891378,51.44864578112775,25.490909575445947,51.448637070563564,25.490900844553543,51.44861964943708,25.49089647910657,51.44861093887478,25.490892113659083,51.44860222831312,25.49088774821108,51.4485935177521,25.490883382762558,51.44858480719171
317,25.49091309,51.44862351,25.490939295361283,51.44867576558423,25.490886884620195,51.448571254438555,25.490934927802353,51.448667056318605,25.490930560242912,51.44865834705362,25.490926192682952,51.448649637789266,25.490921825122484,51.44864092852554,25.490917457561494,51.44863221926245,25.490908722437982,51.44861480073817,25.490904354875454,51.44860609147698,25.49089998731241,51.44859738221643,25.49089561974885,51.448588672956504,25.49089125218478,51.44857996369721
318,25.49092097,51.44861866,25.490947154703424,51.44867092829564,25.49089478527806,51.448566391727134,25.49094279058747,51.44866221691145,25.490938426471008,51.44865350552789,25.49093406235403,51.44864479414497,25.490929698236535,51.44863608276268,25.490925334118526,51.44862737138103,25.490916605880965,51.448609948619605,25.490912241761414,51.44860123723985,25.490907877641344,51.44859252586072,25.490903513520767,51.44858381448223,25.490899149399667,51.44857510310437
319,25.49092885,51.44861382,25.49095505533857,51.44866607560507,25.490902644642915,51.44856156441772,25.490950687783425,51.44865736633598,25.49094632022777,51.448648657067515,25.490941952671598,51.448639947799684,25.490937585114917,51.44863123853249,25.49093321755771,51.448622529265926,25.490924482441773,51.448605110734704,25.49092011488303,51.44859640147004,25.49091574732377,51.44858769220601,25.490911379764,51.44857898294262,25.490907012203717,51.448570273679856
320,25.49093673,51.44860896,25.49096295598879,51.448661202892126,25.490910503992712,51.44855671713069,25.49095858499194,51.44865249574185,25.49095421399458,51.448643788592214,25.490949842996706,51.448635081443214,25.49094547199832,51.44862637429484,25.490941100999414,51.44861766714711,25.49093235900007,51.44860025285354,25.490927987999626,51.4485915457077,25.490923616998664,51.448582838562494,25.490919245997198,51.44857413141793,25.49091487499521,51.448565424273994
321,25.49094461,51.44860411,25.490970815356032,51.44865636560117,25.490918404625454,51.44855185442162,25.49096644779798,51.448647656332724,25.490962080239417,51.448638947064914,25.49095771268033,51.44863023779774,25.490953345120737,51.44862152853119,25.490948977560624,51.44861281926528,25.49094024243886,51.44859540073535,25.490935874877206,51.44858669147134,25.490931507315036,51.448577982207965,25.490927139752355,51.44856927294522,25.490922772189162,51.4485605636831
322,25.49095249,51.44859926,25.49097869535472,51.448651515605405,25.49092628462677,51.448547004417385,25.490974327796884,51.44864280633626,25.490969960238534,51.44863409706774,25.490965592679675,51.44862538779986,25.4909612251203,51.44861667853261,25.490956857560402,51.448607969265986,25.490948122439082,51.44859055073465,25.490943754877648,51.44858184146993,25.4909393873157,51.44857313220585,25.490935019753238,51.44856442294239,25.490930652190258,51.448555713679575
323,25.49096037,51.44859441,25.49098657535341,51.44864666560964,25.490934164628076,51.448542154413154,25.490982207795795,51.44863795633978,25.490977840237665,51.448629247070556,25.490973472679016,51.44862053780197,25.490969105119863,51.44861182853401,25.490964737560187,51.448603119266686,25.490956002439297,51.448585700733936,25.490951634878087,51.448576991468514,25.49094726731635,51.44856828220372,25.49094289975411,51.448559572939565,25.49093853219135,51.44855086367604
324,25.49096825,51.44858956,25.4909944553521,51.448641815613875,25.49094204462938,51.44853730440892,25.490990087794703,51.44863310634331,25.490985720236793,51.44862439707338,25.490981352678364,51.448615687804086,25.490976985119424,51.44860697853542,25.490972617559965,51.4485982692674,25.490963882439512,51.448580850733244,25.49095951487852,51.44857214146711,25.490955147317003,51.44856343220161,25.490950779754982,51.44855472293675,25.490946412192436,51.44854601367252
