51.45016584,25.48842827
51.45016125,25.48843627
51.4501564,25.48844415
51.45015134,25.48845192
51.45014612,25.4884596
51.45014081,25.48846723
51.45013545,25.48847484
51.45013005,25.48848241
51.45012457,25.48848995
51.45011904,25.48849745
51.45011346,25.48850492
51.45010791,25.48851241
51.45010239,25.48851992
51.4500969,25.48852745
51.45009145,25.488535
51.45008604,25.48854258
51.45008068,25.48855018
51.45007534,25.4885578
51.45007004,25.48856543
51.45006476,25.48857308
51.45005951,25.48858074
51.45005426,25.48858841
51.45004903,25.48859609
51.4500438,25.48860377
51.45003856,25.48861144
51.45003334,25.48861913
51.4500282,25.48862686
51.45002318,25.48863465
51.4500182,25.48864246
51.45001318,25.48865025
51.45000811,25.48865801
51.45000308,25.4886658
51.44999809,25.48867361
51.44999306,25.48868139
51.44998799,25.48868916
51.44998295,25.48869694
51.44997797,25.48870476
51.44997304,25.4887126
51.44996813,25.48872045
51.44996323,25.4887283
51.44995833,25.48873616
51.44995346,25.48874402
51.44994861,25.4887519
51.44994377,25.48875979
51.44993894,25.48876768
51.44993408,25.48877556
51.44992919,25.48878342
51.44992429,25.48879127
51.4499194,25.48879913
51.44991451,25.48880699
51.44990962,25.48881485
51.44990471,25.48882271
51.44989984,25.48883058
51.44989501,25.48883847
51.44989022,25.48884638
51.44988543,25.48885429
51.44988063,25.4888622
51.44987581,25.48887009
51.44987097,25.48887798
51.44986612,25.48888586
51.44986129,25.48889375
51.44985646,25.48890164
51.44985165,25.48890954
51.44984685,25.48891745
51.44984205,25.48892535
51.44983722,25.48893324
51.44983238,25.48894113
51.44982754,25.48894902
51.44982274,25.48895692
51.44981795,25.48896483
51.44981316,25.48897274
51.44980834,25.48898064
51.4498035,25.48898852
51.44979867,25.48899641
51.44979384,25.4890043
51.44978901,25.48901219
51.44978419,25.48902009
51.44977938,25.48902799
51.44977458,25.4890359
51.4497698,25.48904382
51.44976504,25.48905174
51.44976028,25.48905967
51.44975553,25.4890676
51.44975078,25.48907553
51.44974604,25.48908347
51.44974131,25.48909141
51.44973659,25.48909935
51.44973188,25.4891073
51.44972717,25.48911525
51.44972247,25.4891232
51.44971774,25.48913115
51.44971299,25.48913908
51.44970821,25.489147
51.44970342,25.48915491
51.44969862,25.48916281
51.4496938,25.48917071
51.44968899,25.48917861
51.44968419,25.48918651
51.44967939,25.48919442
51.44967459,25.48920233
51.44966981,25.48921024
51.44966505,25.48921817
51.44966032,25.48922611
51.44965563,25.48923407
51.44965096,25.48924204
51.44964625,25.48924999
51.44964151,25.48925792
51.44963673,25.48926584
51.44963195,25.48927376
51.44962718,25.48928168
51.44962241,25.4892896
51.44961771,25.48929755
51.4496131,25.48930555
51.44960857,25.48931359
51.44960406,25.48932163
51.44959956,25.48932968
51.44959507,25.48933774
51.44959054,25.48934577
51.44958588,25.48935374
51.4495811,25.48936166
51.44957623,25.48936953
51.44957135,25.48937739
51.44956645,25.48938525
51.44956154,25.4893931
51.44955666,25.48940096
51.44955181,25.48940884
51.44954699,25.48941674
51.44954219,25.48942465
51.4495374,25.48943256
51.44953261,25.48944047
51.44952782,25.48944838
51.44952302,25.48945629
51.44951821,25.48946419
51.44951338,25.48947208
51.44950854,25.48947996
51.44950368,25.48948784
51.44949882,25.48949571
51.44949395,25.48950358
51.4494891,25.48951147
51.44948429,25.48951937
51.44947949,25.48952728
51.44947468,25.48953518
51.44946984,25.48954306
51.44946498,25.48955094
51.44946011,25.4895588
51.44945524,25.48956667
51.44945037,25.48957455
51.44944551,25.48958242
51.44944065,25.4895903
51.44943579,25.48959817
51.44943092,25.48960605
51.44942606,25.48961392
51.44942118,25.48962179
51.4494163,25.48962965
51.4494114,25.48963751
51.44940652,25.48964537
51.44940164,25.48965324
51.44939678,25.48966112
51.44939193,25.489669
51.44938708,25.48967688
51.44938223,25.48968476
51.44937738,25.48969264
51.44937252,25.48970052
51.44936767,25.4897084
51.44936283,25.48971628
51.44935799,25.48972417
51.44935315,25.48973205
51.44934832,25.48973994
51.44934349,25.48974783
51.44933866,25.48975572
51.44933383,25.48976362
51.44932901,25.48977151
51.4493242,25.48977941
51.44931938,25.48978731
51.44931454,25.4897952
51.44930968,25.48980307
51.4493048,25.48981094
51.44929993,25.48981881
51.44929508,25.48982669
51.44929026,25.48983458
51.44928545,25.48984248
51.44928063,25.48985038
51.4492758,25.48985827
51.44927095,25.48986615
51.4492661,25.48987403
51.44926124,25.48988191
51.44925638,25.48988978
51.4492515,25.48989765
51.44924663,25.48990552
51.44924174,25.48991338
51.44923683,25.48992123
51.44923191,25.48992908
51.449227,25.48993693
51.4492221,25.48994478
51.44921723,25.48995265
51.44921238,25.48996053
51.44920752,25.48996841
51.44920264,25.48997628
51.44919776,25.48998414
51.44919287,25.489992
51.44918798,25.48999986
51.4491831,25.49000772
51.44917821,25.49001559
51.44917333,25.49002345
51.44916845,25.49003132
51.44916356,25.49003918
51.44915866,25.49004703
51.44915376,25.49005489
51.44914887,25.49006275
51.44914397,25.4900706
51.44913907,25.49007846
51.44913417,25.49008632
51.44912928,25.49009418
51.4491244,25.49010204
51.44911953,25.49010991
51.44911466,25.49011778
51.44910979,25.49012565
51.44910491,25.49013352
51.44910002,25.49014138
51.44909514,25.49014925
51.44909027,25.49015712
51.4490854,25.49016499
51.44908055,25.49017287
51.44907571,25.49018075
51.44907086,25.49018863
51.44906601,25.49019652
51.44906117,25.4902044
51.44905633,25.49021229
51.44905148,25.49022017
51.44904663,25.49022805
51.44904177,25.49023592
51.4490369,25.4902438
51.44903204,25.49025167
51.44902719,25.49025955
51.44902234,25.49026743
51.4490175,25.49027532
51.44901265,25.4902832
51.44900779,25.49029107
51.44900293,25.49029895
51.44899806,25.49030682
51.4489932,25.4903147
51.44898833,25.49032257
51.44898346,25.49033044
51.44897858,25.4903383
51.44897371,25.49034617
51.44896883,25.49035404
51.44896394,25.4903619
51.44895906,25.49036976
51.44895418,25.49037763
51.44894931,25.4903855
51.44894446,25.49039338
51.44893963,25.49040127
51.44893479,25.49040916
51.44892993,25.49041704
51.44892506,25.49042491
51.44892018,25.49043277
51.4489153,25.49044064
51.44891042,25.4904485
51.44890553,25.49045636
